order_id,order_date,customer_segment,region,product_category,product_name,unit_price,quantity,discount,total_revenue,payment_method,customer_rating
ORD-2024-0022,2024-09-03,Corporate,Latin America,Furniture,Desk Lamp LED,33.26,5,0.0,166.3,Apple Pay,4
ORD-2024-0023,2024-10-11,Small Business,North America,Apparel,Tech Jacket,105.14,1,0.0,105.14,Bank Transfer,2
ORD-2024-0024,2024-10-26,Small Business,North America,Apparel,Tech Jacket,113.86,1,0.05,108.17,Credit Card,5
ORD-2024-0025,2024-04-30,Small Business,North America,Apparel,Cotton Hoodie,55.43,5,0.05,263.29,Credit Card,4
ORD-2024-0026,2024-10-25,Consumer,Latin America,Office Supplies,Stapler Heavy Duty,21.43,1,0.1,19.29,Bank Transfer,4
ORD-2024-0027,2024-02-07,Small Business,Europe,Electronics,USB-C Hub,43.2,2,0.05,82.08,Bank Transfer,3
ORD-2024-0028,2024-06-27,Small Business,Asia-Pacific,Electronics,Wireless Headphones,155.01,1,0.0,155.01,Credit Card,5
ORD-2024-0029,2024-10-10,Small Business,North America,Office Supplies,Premium Notebook 3-Pack,17.31,5,0.0,86.55,PayPal,4
ORD-2024-0030,2024-04-17,Consumer,Asia-Pacific,Office Supplies,Gel Pen Set 12x,12.01,3,0.15,30.63,Credit Card,5
ORD-2024-0031,2024-05-21,Small Business,Europe,Electronics,Laptop Pro 15,1257.58,1,0.0,1257.58,Apple Pay,4
ORD-2024-0032,2024-08-06,Corporate,North America,Electronics,Laptop Pro 15,1248.47,1,0.15,1061.2,PayPal,4
ORD-2024-0033,2024-01-22,Consumer,Asia-Pacific,Office Supplies,Stapler Heavy Duty,22.79,4,0.1,82.04,PayPal,5
ORD-2024-0034,2024-06-30,Corporate,Europe,Apparel,Tech Jacket,106.29,5,0.0,531.45,Credit Card,3
ORD-2024-0035,2024-06-19,Corporate,North America,Apparel,Tech Jacket,105.69,1,0.1,95.12,PayPal,3
ORD-2024-0036,2024-08-23,Corporate,Europe,Office Supplies,Stapler Heavy Duty,21.39,4,0.15,72.73,Bank Transfer,4
ORD-2024-0037,2024-02-05,Consumer,Asia-Pacific,Office Supplies,Stapler Heavy Duty,23.06,2,0.0,46.12,Credit Card,5
ORD-2024-0038,2024-05-13,Corporate,Asia-Pacific,Furniture,Bookshelf 5-Tier,118.15,1,0.05,112.24,Credit Card,4
ORD-2024-0039,2024-10-22,Corporate,Europe,Furniture,Bookshelf 5-Tier,120.24,1,0.0,120.24,Apple Pay,2
ORD-2024-0040,2024-06-18,Corporate,Latin America,Office Supplies,Premium Notebook 3-Pack,17.66,3,0.0,52.98,Apple Pay,5
ORD-2024-0041,2024-10-10,Small Business,Europe,Furniture,Standing Desk,457.98,2,0.15,778.57,Bank Transfer,4
ORD-2024-0042,2024-01-01,Corporate,Asia-Pacific,Office Supplies,Stapler Heavy Duty,22.23,1,0.1,20.01,Apple Pay,4
ORD-2024-0043,2024-04-19,Consumer,Asia-Pacific,Apparel,Tech Jacket,111.8,3,0.0,335.4,PayPal,5
ORD-2024-0044,2024-04-25,Corporate,North America,Furniture,Standing Desk,448.88,1,0.0,448.88,Apple Pay,5
ORD-2024-0045,2024-10-21,Consumer,North America,Furniture,Desk Lamp LED,35.55,2,0.0,71.1,Apple Pay,3
ORD-2024-0046,2024-09-22,Corporate,Europe,Apparel,Cotton Hoodie,52.92,2,0.15,89.96,Bank Transfer,5
ORD-2024-0047,2024-08-14,Consumer,Asia-Pacific,Apparel,Waterproof Backpack,64.84,4,0.1,233.42,Bank Transfer,5
ORD-2024-0048,2024-09-23,Corporate,Asia-Pacific,Apparel,Tech Jacket,107.64,1,0.0,107.64,Bank Transfer,5
ORD-2024-0049,2024-02-11,Corporate,North America,Furniture,Standing Desk,459.29,1,0.05,436.33,Apple Pay,4
ORD-2024-0050,2024-08-26,Small Business,North America,Apparel,Cotton Hoodie,57.23,1,0.0,57.23,Apple Pay,4
ORD-2024-0051,2024-06-29,Corporate,Europe,Office Supplies,Document Scanner,188.46,4,0.2,603.07,PayPal,4
ORD-2024-0052,2024-09-05,Corporate,Europe,Electronics,USB-C Hub,44.57,1,0.05,42.34,PayPal,5
ORD-2024-0053,2024-09-30,Consumer,Latin America,Electronics,USB-C Hub,43.13,2,0.05,81.95,Apple Pay,3
ORD-2024-0054,2024-05-13,Corporate,Latin America,Apparel,Casual Sneakers,87.22,1,0.0,87.22,Apple Pay,4
ORD-2024-0055,2024-02-11,Small Business,Europe,Apparel,Cotton Hoodie,57.49,3,0.0,172.47,Credit Card,5
ORD-2024-0056,2024-01-21,Corporate,Europe,Electronics,Wireless Headphones,144.79,1,0.0,144.79,Credit Card,4
ORD-2024-0057,2024-04-21,Consumer,North America,Apparel,Casual Sneakers,85.91,3,0.0,257.73,Bank Transfer,3
ORD-2024-0058,2024-01-14,Consumer,Europe,Office Supplies,Document Scanner,181.94,1,0.1,163.75,Bank Transfer,5
ORD-2024-0059,2024-03-02,Consumer,Asia-Pacific,Electronics,Smart Watch,210.52,2,0.05,399.99,Apple Pay,5
ORD-2024-0060,2024-02-24,Consumer,Latin America,Apparel,Casual Sneakers,86.76,2,0.1,156.17,Bank Transfer,4
ORD-2024-0061,2024-10-02,Consumer,Europe,Apparel,Waterproof Backpack,63.49,2,0.1,114.28,Bank Transfer,5
ORD-2024-0062,2024-05-04,Consumer,Latin America,Apparel,Waterproof Backpack,63.86,1,0.0,63.86,Bank Transfer,5
ORD-2024-0063,2024-06-23,Small Business,Europe,Office Supplies,Stapler Heavy Duty,21.32,2,0.05,40.51,Apple Pay,4
ORD-2024-0064,2024-05-03,Small Business,Latin America,Apparel,Waterproof Backpack,63.66,2,0.0,127.32,PayPal,4
ORD-2024-0065,2024-10-24,Corporate,Asia-Pacific,Office Supplies,Document Scanner,199.44,2,0.0,398.88,Apple Pay,4
ORD-2024-0066,2024-05-08,Consumer,Europe,Furniture,Ergonomic Office Chair,286.8,3,0.0,860.4,PayPal,5
ORD-2024-0067,2024-05-21,Consumer,Asia-Pacific,Office Supplies,Premium Notebook 3-Pack,17.75,4,0.0,71.0,PayPal,4
ORD-2024-0068,2024-01-28,Small Business,North America,Office Supplies,Gel Pen Set 12x,11.52,2,0.1,20.74,Bank Transfer,4
ORD-2024-0069,2024-08-13,Consumer,North America,Office Supplies,Gel Pen Set 12x,12.43,8,0.0,99.44,Apple Pay,4
ORD-2024-0070,2024-10-22,Consumer,Europe,Electronics,Wireless Headphones,147.06,1,0.05,139.71,Apple Pay,4
ORD-2024-0071,2024-04-25,Corporate,Latin America,Apparel,Waterproof Backpack,65.58,5,0.0,327.9,Credit Card,4
ORD-2024-0072,2024-02-20,Consumer,North America,Furniture,Standing Desk,438.29,1,0.0,438.29,Credit Card,4
ORD-2024-0073,2024-08-28,Consumer,Latin America,Office Supplies,Premium Notebook 3-Pack,18.37,1,0.1,16.53,PayPal,5
ORD-2024-0074,2024-04-11,Consumer,Europe,Apparel,Cotton Hoodie,57.25,2,0.05,108.77,Credit Card,3
ORD-2024-0075,2024-06-06,Small Business,Asia-Pacific,Office Supplies,Document Scanner,193.79,1,0.05,184.1,Apple Pay,4
ORD-2024-0076,2024-01-21,Small Business,North America,Apparel,Casual Sneakers,82.7,2,0.0,165.4,Bank Transfer,4
ORD-2024-0077,2024-03-30,Consumer,Latin America,Apparel,Waterproof Backpack,65.55,5,0.0,327.75,Apple Pay,4
ORD-2024-0078,2024-06-19,Small Business,Asia-Pacific,Office Supplies,Premium Notebook 3-Pack,18.35,4,0.0,73.4,Apple Pay,5
ORD-2024-0079,2024-10-08,Small Business,Latin America,Electronics,USB-C Hub,43.27,1,0.0,43.27,Credit Card,5
ORD-2024-0080,2024-10-04,Small Business,Latin America,Apparel,Waterproof Backpack,65.8,1,0.05,62.51,Apple Pay,5
ORD-2024-0081,2024-04-14,Consumer,North America,Office Supplies,Gel Pen Set 12x,12.24,5,0.0,61.2,PayPal,5
ORD-2024-0082,2024-06-08,Corporate,North America,Electronics,4K Monitor,413.66,2,0.0,827.32,Credit Card,5
ORD-2024-0083,2024-03-19,Consumer,Latin America,Apparel,Casual Sneakers,87.85,2,0.0,175.7,Apple Pay,4
ORD-2024-0084,2024-07-15,Corporate,Latin America,Furniture,Standing Desk,463.05,4,0.0,1852.2,Bank Transfer,5
ORD-2024-0085,2024-05-24,Small Business,Asia-Pacific,Office Supplies,Document Scanner,189.7,4,0.0,758.8,Apple Pay,4
ORD-2024-0086,2024-06-13,Corporate,North America,Furniture,Standing Desk,462.4,2,0.0,924.8,Apple Pay,5
ORD-2024-0087,2024-07-14,Consumer,Asia-Pacific,Apparel,Tech Jacket,110.03,2,0.0,220.06,Apple Pay,3
ORD-2024-0088,2024-08-21,Corporate,Latin America,Electronics,Wireless Headphones,144.82,2,0.05,275.16,Bank Transfer,5
ORD-2024-0089,2024-07-22,Small Business,Asia-Pacific,Electronics,Smart Watch,217.36,4,0.15,739.02,Apple Pay,5
ORD-2024-0090,2024-01-19,Corporate,North America,Electronics,Wireless Headphones,157.46,2,0.15,267.68,Credit Card,5
ORD-2024-0091,2024-02-21,Corporate,North America,Apparel,Tech Jacket,105.01,3,0.15,267.78,Bank Transfer,4
ORD-2024-0092,2024-03-15,Small Business,North America,Furniture,Desk Lamp LED,33.84,2,0.1,60.91,Apple Pay,4
ORD-2024-0093,2024-05-03,Corporate,North America,Apparel,Tech Jacket,109.56,1,0.05,104.08,Bank Transfer,5
ORD-2024-0094,2024-03-21,Small Business,Latin America,Electronics,USB-C Hub,44.1,5,0.2,176.4,Bank Transfer,4
ORD-2024-0095,2024-06-03,Small Business,Asia-Pacific,Furniture,Desk Lamp LED,34.58,4,0.0,138.32,Bank Transfer,5
ORD-2024-0096,2024-05-31,Small Business,North America,Electronics,USB-C Hub,45.84,1,0.05,43.55,Apple Pay,5
ORD-2024-0097,2024-05-26,Small Business,Europe,Furniture,Bookshelf 5-Tier,117.01,1,0.0,117.01,Credit Card,5
ORD-2024-0098,2024-01-21,Corporate,Asia-Pacific,Office Supplies,Document Scanner,183.0,1,0.0,183.0,Apple Pay,3
ORD-2024-0099,2024-03-08,Corporate,Latin America,Office Supplies,Stapler Heavy Duty,22.71,4,0.0,90.84,Bank Transfer,5
ORD-2024-0100,2024-08-27,Small Business,Latin America,Electronics,Wireless Headphones,152.64,3,0.0,457.92,Bank Transfer,3
ORD-2024-0101,2024-07-21,Small Business,Asia-Pacific,Electronics,Smart Watch,223.8,2,0.0,447.6,Apple Pay,5
ORD-2024-0102,2024-07-09,Small Business,Asia-Pacific,Electronics,Wireless Headphones,156.65,2,0.05,297.63,PayPal,5
ORD-2024-0103,2024-08-25,Consumer,Latin America,Office Supplies,Document Scanner,181.21,1,0.0,181.21,Credit Card,4
ORD-2024-0104,2024-10-02,Small Business,Latin America,Furniture,Desk Lamp LED,35.85,2,0.05,68.11,PayPal,5
ORD-2024-0105,2024-02-20,Corporate,Europe,Apparel,Waterproof Backpack,66.24,5,0.0,331.2,Apple Pay,5
ORD-2024-0106,2024-07-04,Corporate,Latin America,Electronics,Smart Watch,216.89,2,0.2,347.02,PayPal,5
ORD-2024-0107,2024-08-20,Consumer,Asia-Pacific,Electronics,Wireless Headphones,142.82,2,0.05,271.36,PayPal,5
ORD-2024-0108,2024-04-15,Consumer,Asia-Pacific,Electronics,4K Monitor,414.79,1,0.0,414.79,Credit Card,4
ORD-2024-0109,2024-03-15,Consumer,Europe,Furniture,Bookshelf 5-Tier,124.4,3,0.0,373.2,Bank Transfer,5
ORD-2024-0110,2024-05-01,Small Business,North America,Office Supplies,Premium Notebook 3-Pack,18.44,1,0.0,18.44,Credit Card,4
ORD-2024-0111,2024-07-04,Corporate,Asia-Pacific,Electronics,USB-C Hub,42.95,2,0.15,73.02,Credit Card,2
ORD-2024-0112,2024-09-02,Consumer,North America,Apparel,Waterproof Backpack,67.66,3,0.0,202.98,Bank Transfer,4
ORD-2024-0113,2024-02-03,Small Business,Latin America,Furniture,Bookshelf 5-Tier,122.55,2,0.05,232.84,Bank Transfer,4
ORD-2024-0114,2024-08-08,Corporate,Europe,Electronics,Laptop Pro 15,1232.28,4,0.05,4682.66,Apple Pay,5
ORD-2024-0115,2024-07-30,Small Business,Asia-Pacific,Office Supplies,Document Scanner,186.44,1,0.1,167.8,Bank Transfer,4
ORD-2024-0116,2024-03-19,Consumer,Asia-Pacific,Apparel,Cotton Hoodie,54.63,1,0.0,54.63,Credit Card,4
ORD-2024-0117,2024-10-14,Small Business,Latin America,Office Supplies,Premium Notebook 3-Pack,18.79,2,0.15,31.94,Credit Card,5
ORD-2024-0118,2024-06-08,Consumer,Europe,Office Supplies,Premium Notebook 3-Pack,18.28,2,0.0,36.56,Bank Transfer,5
ORD-2024-0119,2024-07-07,Small Business,North America,Electronics,Smart Watch,227.59,2,0.1,409.66,Bank Transfer,2
ORD-2024-0120,2024-05-19,Consumer,Latin America,Office Supplies,Stapler Heavy Duty,21.22,1,0.0,21.22,PayPal,5
ORD-2024-0121,2024-01-16,Corporate,Asia-Pacific,Electronics,4K Monitor,393.64,1,0.0,393.64,Bank Transfer,5
ORD-2024-0122,2024-10-17,Corporate,North America,Electronics,Laptop Pro 15,1145.97,1,0.1,1031.37,Apple Pay,5
ORD-2024-0123,2024-09-05,Consumer,Latin America,Apparel,Waterproof Backpack,62.49,1,0.1,56.24,Bank Transfer,5
ORD-2024-0124,2024-09-06,Corporate,Europe,Office Supplies,Premium Notebook 3-Pack,17.2,1,0.2,13.76,PayPal,5
ORD-2024-0125,2024-05-10,Corporate,Europe,Office Supplies,Stapler Heavy Duty,21.85,1,0.0,21.85,PayPal,4
ORD-2024-0126,2024-06-30,Corporate,North America,Electronics,USB-C Hub,42.83,4,0.0,171.32,Apple Pay,4
ORD-2024-0127,2024-08-01,Small Business,Latin America,Office Supplies,Premium Notebook 3-Pack,17.41,2,0.2,27.86,Bank Transfer,3
ORD-2024-0128,2024-02-24,Small Business,Asia-Pacific,Furniture,Desk Lamp LED,34.64,2,0.05,65.82,Bank Transfer,4
ORD-2024-0129,2024-03-27,Corporate,Asia-Pacific,Electronics,4K Monitor,387.76,2,0.05,736.74,PayPal,4
ORD-2024-0130,2024-03-15,Consumer,North America,Office Supplies,Gel Pen Set 12x,12.31,1,0.0,12.31,Apple Pay,4
ORD-2024-0131,2024-10-15,Corporate,North America,Apparel,Casual Sneakers,82.03,4,0.05,311.71,Apple Pay,5
ORD-2024-0132,2024-05-20,Corporate,North America,Electronics,Smart Watch,218.94,2,0.0,437.88,Bank Transfer,3
ORD-2024-0133,2024-02-16,Corporate,North America,Apparel,Waterproof Backpack,66.55,2,0.2,106.48,PayPal,4
ORD-2024-0134,2024-08-31,Small Business,North America,Furniture,Ergonomic Office Chair,289.45,2,0.1,521.01,PayPal,2
ORD-2024-0135,2024-08-12,Small Business,Asia-Pacific,Apparel,Tech Jacket,108.76,1,0.15,92.45,Credit Card,5
ORD-2024-0136,2024-06-20,Corporate,Europe,Electronics,Smart Watch,215.25,1,0.05,204.49,Credit Card,4
ORD-2024-0137,2024-03-13,Corporate,North America,Office Supplies,Stapler Heavy Duty,21.76,8,0.05,165.38,Apple Pay,5
ORD-2024-0138,2024-06-17,Corporate,Asia-Pacific,Furniture,Ergonomic Office Chair,276.13,2,0.0,552.26,PayPal,5
ORD-2024-0139,2024-06-23,Small Business,North America,Apparel,Tech Jacket,105.35,1,0.0,105.35,Credit Card,5
ORD-2024-0140,2024-03-08,Small Business,Europe,Apparel,Tech Jacket,112.98,1,0.1,101.68,Apple Pay,2
ORD-2024-0141,2024-07-05,Small Business,Europe,Furniture,Desk Lamp LED,35.99,2,0.1,64.78,PayPal,4
ORD-2024-0142,2024-08-28,Corporate,Asia-Pacific,Furniture,Bookshelf 5-Tier,119.29,3,0.05,339.98,Apple Pay,5
ORD-2024-0143,2024-04-12,Small Business,North America,Furniture,Bookshelf 5-Tier,118.45,1,0.0,118.45,Credit Card,4
ORD-2024-0144,2024-03-23,Corporate,Europe,Office Supplies,Document Scanner,188.81,5,0.0,944.05,Bank Transfer,5
ORD-2024-0145,2024-07-31,Consumer,Asia-Pacific,Electronics,USB-C Hub,47.23,2,0.0,94.46,Credit Card,4
ORD-2024-0146,2024-02-20,Small Business,Europe,Office Supplies,Gel Pen Set 12x,12.4,1,0.0,12.4,Apple Pay,4
ORD-2024-0147,2024-01-03,Consumer,Latin America,Electronics,Laptop Pro 15,1205.86,1,0.1,1085.27,Bank Transfer,4
ORD-2024-0148,2024-03-03,Corporate,North America,Electronics,Wireless Headphones,149.36,2,0.1,268.85,Credit Card,5
ORD-2024-0149,2024-10-21,Consumer,Latin America,Furniture,Standing Desk,443.38,1,0.0,443.38,Credit Card,4
ORD-2024-0150,2024-07-03,Corporate,North America,Electronics,4K Monitor,400.3,2,0.1,720.54,Apple Pay,2
ORD-2024-0151,2024-07-17,Small Business,Europe,Office Supplies,Stapler Heavy Duty,21.05,3,0.0,63.15,Credit Card,5
ORD-2024-0152,2024-06-19,Small Business,Latin America,Furniture,Ergonomic Office Chair,284.0,1,0.0,284.0,Apple Pay,5
ORD-2024-0153,2024-03-10,Corporate,North America,Electronics,USB-C Hub,46.31,1,0.0,46.31,Bank Transfer,4
ORD-2024-0154,2024-10-05,Small Business,North America,Apparel,Casual Sneakers,83.18,1,0.05,79.02,Bank Transfer,4
ORD-2024-0155,2024-07-07,Corporate,Europe,Apparel,Waterproof Backpack,64.26,3,0.15,163.86,Apple Pay,4
ORD-2024-0156,2024-09-22,Small Business,Europe,Office Supplies,Premium Notebook 3-Pack,18.18,3,0.0,54.54,Bank Transfer,4
ORD-2024-0157,2024-02-10,Corporate,Latin America,Office Supplies,Stapler Heavy Duty,21.84,1,0.05,20.75,Apple Pay,2
ORD-2024-0158,2024-06-29,Corporate,Latin America,Apparel,Casual Sneakers,81.24,2,0.1,146.23,PayPal,5
ORD-2024-0159,2024-03-14,Corporate,Asia-Pacific,Apparel,Cotton Hoodie,55.8,1,0.0,55.8,Credit Card,4
ORD-2024-0160,2024-08-18,Corporate,Asia-Pacific,Office Supplies,Stapler Heavy Duty,21.2,2,0.0,42.4,Bank Transfer,5
ORD-2024-0161,2024-05-07,Corporate,North America,Electronics,Laptop Pro 15,1186.44,3,0.0,3559.32,Bank Transfer,5
ORD-2024-0162,2024-04-19,Small Business,Europe,Office Supplies,Document Scanner,181.91,1,0.0,181.91,Apple Pay,5
ORD-2024-0163,2024-06-12,Small Business,Europe,Office Supplies,Premium Notebook 3-Pack,17.64,2,0.0,35.28,PayPal,5
ORD-2024-0164,2024-09-17,Consumer,Latin America,Furniture,Ergonomic Office Chair,272.63,10,0.1,2453.67,Bank Transfer,4
ORD-2024-0165,2024-07-07,Small Business,Latin America,Apparel,Tech Jacket,107.9,2,0.0,215.8,Apple Pay,5
ORD-2024-0166,2024-10-21,Consumer,Asia-Pacific,Electronics,Wireless Headphones,149.25,8,0.05,1134.3,PayPal,5
ORD-2024-0167,2024-03-07,Corporate,Europe,Apparel,Cotton Hoodie,53.92,4,0.05,204.9,PayPal,4
ORD-2024-0168,2024-09-22,Small Business,Europe,Office Supplies,Premium Notebook 3-Pack,18.09,1,0.05,17.19,Bank Transfer,4
ORD-2024-0169,2024-02-17,Small Business,Asia-Pacific,Furniture,Standing Desk,468.09,1,0.05,444.69,Credit Card,5
ORD-2024-0170,2024-01-15,Small Business,Europe,Electronics,Laptop Pro 15,1171.76,5,0.1,5272.92,Apple Pay,4
ORD-2024-0171,2024-01-16,Corporate,Latin America,Apparel,Casual Sneakers,82.83,2,0.0,165.66,Apple Pay,3
ORD-2024-0172,2024-01-31,Corporate,Europe,Furniture,Desk Lamp LED,34.44,2,0.0,68.88,Bank Transfer,5
ORD-2024-0173,2024-06-25,Corporate,Europe,Apparel,Tech Jacket,105.67,3,0.05,301.16,Credit Card,4
ORD-2024-0174,2024-05-06,Consumer,Latin America,Furniture,Ergonomic Office Chair,290.2,1,0.15,246.67,PayPal,5
ORD-2024-0175,2024-10-22,Corporate,Latin America,Office Supplies,Gel Pen Set 12x,12.02,3,0.0,36.06,Apple Pay,2
ORD-2024-0176,2024-07-20,Small Business,Latin America,Apparel,Tech Jacket,105.06,1,0.0,105.06,Apple Pay,4
ORD-2024-0177,2024-01-05,Corporate,Latin America,Electronics,USB-C Hub,44.4,1,0.0,44.4,Credit Card,4
ORD-2024-0178,2024-10-18,Small Business,Asia-Pacific,Furniture,Bookshelf 5-Tier,120.05,2,0.0,240.1,Credit Card,3
ORD-2024-0179,2024-02-19,Consumer,Europe,Apparel,Casual Sneakers,88.73,3,0.0,266.19,Apple Pay,4
ORD-2024-0180,2024-01-24,Small Business,Europe,Electronics,Wireless Headphones,150.29,3,0.1,405.78,PayPal,4
ORD-2024-0181,2024-06-12,Small Business,Asia-Pacific,Furniture,Desk Lamp LED,34.3,10,0.1,308.7,Apple Pay,5
ORD-2024-0182,2024-06-02,Small Business,Asia-Pacific,Apparel,Cotton Hoodie,57.64,1,0.05,54.76,Credit Card,4
ORD-2024-0183,2024-05-15,Consumer,Latin America,Furniture,Ergonomic Office Chair,283.61,2,0.0,567.22,PayPal,2
ORD-2024-0184,2024-02-26,Corporate,Europe,Furniture,Ergonomic Office Chair,277.56,2,0.0,555.12,Apple Pay,5
ORD-2024-0185,2024-02-01,Corporate,Latin America,Furniture,Standing Desk,449.03,2,0.2,718.45,PayPal,4
ORD-2024-0186,2024-09-29,Small Business,Asia-Pacific,Office Supplies,Stapler Heavy Duty,22.4,3,0.15,57.12,Apple Pay,3
ORD-2024-0187,2024-05-06,Small Business,Asia-Pacific,Office Supplies,Stapler Heavy Duty,21.55,1,0.2,17.24,PayPal,5
ORD-2024-0188,2024-09-07,Corporate,Asia-Pacific,Office Supplies,Document Scanner,195.61,1,0.15,166.27,Credit Card,4
ORD-2024-0189,2024-10-05,Consumer,Asia-Pacific,Apparel,Waterproof Backpack,66.98,4,0.2,214.34,Bank Transfer,5
ORD-2024-0190,2024-02-10,Small Business,Asia-Pacific,Office Supplies,Document Scanner,184.57,3,0.1,498.34,Bank Transfer,3
ORD-2024-0191,2024-10-27,Consumer,Europe,Furniture,Standing Desk,437.66,1,0.15,372.01,Credit Card,4
ORD-2024-0192,2024-08-29,Small Business,Latin America,Electronics,Wireless Headphones,156.44,1,0.05,148.62,Apple Pay,4
ORD-2024-0193,2024-04-12,Small Business,Europe,Office Supplies,Stapler Heavy Duty,22.59,1,0.0,22.59,Credit Card,5
ORD-2024-0194,2024-03-30,Consumer,Latin America,Apparel,Tech Jacket,113.7,5,0.0,568.5,Bank Transfer,5
ORD-2024-0195,2024-01-05,Consumer,Latin America,Office Supplies,Premium Notebook 3-Pack,17.92,5,0.0,89.6,Apple Pay,4
ORD-2024-0196,2024-02-27,Small Business,North America,Office Supplies,Gel Pen Set 12x,12.26,3,0.05,34.94,Bank Transfer,5
ORD-2024-0197,2024-10-17,Small Business,Latin America,Furniture,Standing Desk,445.75,2,0.05,846.92,Bank Transfer,3
ORD-2024-0198,2024-02-18,Consumer,Latin America,Furniture,Standing Desk,427.81,2,0.15,727.28,Apple Pay,5
ORD-2024-0199,2024-06-17,Corporate,North America,Office Supplies,Premium Notebook 3-Pack,17.53,1,0.0,17.53,Bank Transfer,3
ORD-2024-0200,2024-09-14,Consumer,Europe,Office Supplies,Premium Notebook 3-Pack,17.76,2,0.15,30.19,PayPal,4
ORD-2024-0201,2024-08-20,Consumer,Europe,Office Supplies,Document Scanner,194.89,3,0.15,496.97,Credit Card,4
ORD-2024-0202,2024-09-27,Small Business,Europe,Office Supplies,Premium Notebook 3-Pack,18.59,5,0.0,92.95,PayPal,3
ORD-2024-0203,2024-09-23,Consumer,Latin America,Apparel,Cotton Hoodie,54.94,3,0.1,148.34,Apple Pay,3
ORD-2024-0204,2024-07-31,Corporate,North America,Apparel,Cotton Hoodie,53.94,2,0.05,102.49,Bank Transfer,5
ORD-2024-0205,2024-04-21,Consumer,North America,Electronics,Laptop Pro 15,1204.94,2,0.1,2168.89,Apple Pay,2
ORD-2024-0206,2024-07-28,Corporate,Latin America,Furniture,Standing Desk,456.56,3,0.2,1095.74,Apple Pay,4
ORD-2024-0207,2024-07-12,Consumer,Asia-Pacific,Apparel,Cotton Hoodie,55.22,3,0.05,157.38,PayPal,5
ORD-2024-0208,2024-07-20,Small Business,Latin America,Furniture,Standing Desk,471.53,4,0.1,1697.51,Apple Pay,4
ORD-2024-0209,2024-04-27,Consumer,North America,Furniture,Desk Lamp LED,36.53,1,0.0,36.53,Apple Pay,4
ORD-2024-0210,2024-01-09,Consumer,North America,Furniture,Standing Desk,447.59,1,0.05,425.21,Credit Card,4
ORD-2024-0211,2024-04-29,Small Business,Asia-Pacific,Furniture,Ergonomic Office Chair,272.56,1,0.2,218.05,Bank Transfer,4
ORD-2024-0212,2024-03-14,Small Business,Europe,Furniture,Desk Lamp LED,36.57,1,0.0,36.57,Apple Pay,4
